time,ppg
113.115,32011
113.12,32071
113.125,31984
113.13,31975
113.135,32023
113.14,31958
113.145,32009
113.15,32006
113.155,32013
113.16,32045
113.165,31976
113.17,31969
113.175,31986
113.18,32033
113.185,31995
113.19,31978
113.195,31960
113.2,31993
113.205,31991
113.21,31997
113.215,32008
113.22,31920
113.225,32002
113.23,32035
113.235,31992
113.24,31949
113.245,32013
113.25,31901
113.255,32002
113.26,32018
113.265,31955
113.27,31963
113.275,31998
113.28,31938
113.285,32011
113.29,31956
113.295,32043
113.3,31918
113.305,32018
113.31,32042
113.315,32088
113.32,32112
113.325,32124
113.33,32113
113.335,32219
113.34,32217
113.345,32317
113.35,32318
113.355,32429
113.36,32550
113.365,32662
113.37,32667
113.375,32741
113.38,32872
113.385,32996
113.39,33162
113.395,33190
113.4,33239
113.405,33371
113.41,33454
113.415,33509
113.42,33680
113.425,33669
113.43,33747
113.435,33769
113.44,34023
113.445,34029
113.45,34002
113.455,33936
113.46,33848
113.465,33801
113.47,33713
113.475,33633
113.48,33463
113.485,33443
113.49,33366
113.495,33218
113.5,33151
113.505,33142
113.51,33034
113.515,32859
113.52,32914
113.525,32899
113.53,32828
113.535,32813
113.54,32783
113.545,32797
113.55,32786
113.555,32859
113.56,32903
113.565,32942
113.57,32969
113.575,32963
113.58,33004
113.585,33068
113.59,33138
113.595,33181
113.6,33244
113.605,33240
113.61,33346
113.615,33341
113.62,33401
113.625,33450
113.63,33495
113.635,33477
113.64,33506
113.645,33538
113.65,33513
113.655,33458
113.66,33512
113.665,33358
113.67,33400
113.675,33431
113.68,33390
113.685,33246
113.69,33248
113.695,33117
113.7,33198
113.705,33035
113.71,32953
113.715,32897
113.72,32865
113.725,32746
113.73,32771
113.735,32686
113.74,32569
113.745,32601
113.75,32468
113.755,32404
113.76,32352
113.765,32375
113.77,32312
113.775,32249
113.78,32218
113.785,32168
113.79,32206
113.795,32150
113.8,32074
113.805,32107
113.81,32097
113.815,32076
113.82,32053
113.825,32048
113.83,31976
113.835,31976
113.84,31979
113.845,32000
113.85,32046
113.855,31952
113.86,32023
113.865,31974
113.87,31925
113.875,32019
113.88,31941
113.885,31970
113.89,31906
113.895,31937
113.9,31946
113.905,31943
113.91,31965
113.915,31919
113.92,31963
113.925,31888
113.93,31958
113.935,31951
113.94,31958
113.945,31948
113.95,31958
113.955,31907
113.96,31901
113.965,31910
113.97,31873
113.975,31973
113.98,31877
113.985,31944
113.99,31857
113.995,31862
114.0,31893
114.005,31922
114.01,31941
114.015,31912
114.02,31857
114.025,31907
114.03,31919
114.035,31895
114.04,31923
114.045,31889
114.05,31871
114.055,31921
114.06,31897
114.065,31868
114.07,31929
114.075,31972
114.08,31864
114.085,31806
114.09,31874
114.095,31912
114.1,31851
114.105,31905
114.11,31901
114.115,31937
114.12,31892
114.125,31831
114.13,31904
114.135,31804
114.14,31853
114.145,31892
114.15,31874
114.155,31868
114.16,31890
114.165,31860
114.17,31900
114.175,31911
114.18,31933
114.185,31905
114.19,31872
114.195,31990
114.2,31958
114.205,31938
114.21,32027
114.215,32016
114.22,32059
114.225,32068
114.23,32130
114.235,32187
114.24,32313
114.245,32336
114.25,32426
114.255,32526
114.26,32657
114.265,32725
114.27,32876
114.275,32963
114.28,33048
114.285,33151
114.29,33259
114.295,33338
114.3,33470
114.305,33619
114.31,33573
114.315,33592
114.32,33706
114.325,33995
114.33,33930
114.335,33887
114.34,33864
114.345,33763
114.35,33681
114.355,33690
114.36,33549
114.365,33502
114.37,33277
114.375,33276
114.38,33247
114.385,33131
114.39,33051
114.395,32977
114.4,32861
114.405,32874
114.41,32758
114.415,32766
114.42,32678
114.425,32638
114.43,32703
114.435,32707
114.44,32737
114.445,32743
114.45,32777
114.455,32750
114.46,32910
114.465,32983
114.47,32959
114.475,32955
114.48,33056
114.485,33165
114.49,33176
114.495,33143
114.5,33273
114.505,33279
114.51,33348
114.515,33368
114.52,33377
114.525,33435
114.53,33404
114.535,33370
114.54,33394
114.545,33450
114.55,33365
114.555,33322
114.56,33202
114.565,33239
114.57,33200
114.575,33188
114.58,33065
114.585,33068
114.59,33031
114.595,32891
114.6,32859
114.605,32856
114.61,32742
114.615,32634
114.62,32590
114.625,32624
114.63,32464
114.635,32341
114.64,32354
114.645,32301
114.65,32250
114.655,32241
114.66,32238
114.665,32210
114.67,32180
114.675,32104
114.68,32042
114.685,32014
114.69,31970
114.695,32031
114.7,31956
114.705,31988
114.71,31963
114.715,31981
114.72,31923
114.725,31937
114.73,31952
114.735,31993
114.74,31913
114.745,31916
114.75,31895
114.755,31839
114.76,31913
114.765,31918
114.77,31842
114.775,31911
114.78,31818
114.785,31874
114.79,31842
114.795,31877
114.8,31820
114.805,31950
114.81,31842
114.815,31904
114.82,31910
114.825,31838
114.83,31848
114.835,31885
114.84,31838
114.845,31839
114.85,31796
114.855,31820
114.86,31815
114.865,31859
114.87,31858
114.875,31804
114.88,31817
114.885,31823
114.89,31839
114.895,31818
114.9,31803
114.905,31851
114.91,31850
114.915,31825
114.92,31802
114.925,31821
114.93,31837
114.935,31805
114.94,31789
114.945,31755
114.95,31828
114.955,31857
114.96,31925
114.965,31822
114.97,31823
114.975,31818
114.98,31788
114.985,31713
114.99,31835
114.995,31812
115.0,31804
115.005,31860
115.01,31898
115.015,31787
115.02,31843
115.025,31852
115.03,31888
115.035,31816
115.04,31839
115.045,31845
115.05,31879
115.055,31954
115.06,31874
115.065,31913
115.07,32082
115.075,32037
115.08,32067
115.085,32196
115.09,32238
115.095,32290
115.1,32389
115.105,32467
115.11,32536
115.115,32650
115.12,32744
115.125,32793
115.13,32990
115.135,33112
115.14,33160
115.145,33269
115.15,33364
115.155,33386
115.16,33480
115.165,33488
115.17,33539
115.175,33582
115.18,33789
115.185,33793
115.19,33758
115.195,33720
115.2,33715
115.205,33551
115.21,33521
115.215,33462
115.22,33348
115.225,33290
115.23,33139
115.235,33043
115.24,32963
115.245,32912
115.25,32792
115.255,32777
115.26,32740
115.265,32685
115.27,32608
115.275,32668
115.28,32703
115.285,32690
115.29,32634
115.295,32657
115.3,32708
115.305,32735
115.31,32809
115.315,32891
115.32,32923
115.325,32973
115.33,33011
115.335,33007
115.34,33059
115.345,33157
115.35,33208
115.355,33236
115.36,33283
115.365,33285
115.37,33297
115.375,33360
115.38,33346
115.385,33334
115.39,33337
115.395,33332
115.4,33339
115.405,33275
115.41,33231
115.415,33198
115.42,33202
115.425,33132
115.43,33116
115.435,32945
115.44,32974
115.445,32889
115.45,32849
115.455,32690
115.46,32711
115.465,32588
115.47,32585
115.475,32574
115.48,32442
115.485,32334
115.49,32339
115.495,32237
115.5,32224
115.505,32177
115.51,32131
115.515,32090
115.52,32143
115.525,32048
115.53,31962
115.535,32029
115.54,31929
115.545,31956
115.55,31934
115.555,31901
115.56,31903
115.565,31848
115.57,31855
115.575,31860
115.58,31848
115.585,31892
115.59,31852
115.595,31834
115.6,31809
115.605,31805
115.61,31817
115.615,31847
115.62,31820
115.625,31781
115.63,31807
115.635,31798
115.64,31811
115.645,31789
115.65,31743
115.655,31831
115.66,31865
115.665,31781
115.67,31810
115.675,31757
115.68,31824
115.685,31806
115.69,31788
115.695,31747
115.7,31766
115.705,31757
115.71,31776
115.715,31819
115.72,31835
115.725,31748
115.73,31813
115.735,31666
115.74,31822
115.745,31791
115.75,31730
115.755,31726
115.76,31687
115.765,31794
115.77,31795
115.775,31723
115.78,31794
115.785,31702
115.79,31786
115.795,31763
115.8,31711
115.805,31767
115.81,31735
115.815,31676
115.82,31779
115.825,31736
115.83,31692
115.835,31760
115.84,31780
115.845,31717
115.85,31754
115.855,31810
115.86,31768
115.865,31754
115.87,31729
115.875,31812
115.88,31783
115.885,31798
115.89,31794
115.895,31806
115.9,31815
115.905,31811
115.91,31890
115.915,31933
115.92,31983
115.925,32006
115.93,32060
115.935,32143
115.94,32161
115.945,32211
115.95,32335
115.955,32383
115.96,32488
115.965,32606
115.97,32686
115.975,32806
115.98,32913
115.985,33005
115.99,33137
115.995,33240
116.0,33342
116.005,33383
116.01,33483
116.015,33453
116.02,33521
116.025,33874
116.03,33880
116.035,33774
116.04,33747
116.045,33704
116.05,33634
116.055,33553
116.06,33440
116.065,33342
116.07,33204
116.075,33167
116.08,33075
116.085,33001
116.09,32820
116.095,32879
116.1,32670
116.105,32650
116.11,32617
116.115,32601
116.12,32632
116.125,32556
116.13,32632
116.135,32546
116.14,32656
116.145,32603
116.15,32615
116.155,32636
116.16,32757
116.165,32765
116.17,32800
116.175,32835
116.18,32937
116.185,32986
116.19,33062
116.195,33136
116.2,33109
116.205,33159
116.21,33187
116.215,33224
116.22,33301
116.225,33345
116.23,33289
116.235,33301
116.24,33227
116.245,33210
116.25,33239
116.255,33207
116.26,33140
116.265,33105
116.27,33081
116.275,33087
116.28,33051
116.285,32936
116.29,32911
116.295,32798
116.3,32763
116.305,32701
116.31,32617
116.315,32565
116.32,32479
116.325,32391
116.33,32328
116.335,32302
116.34,32278
116.345,32204
116.35,32133
116.355,32079
116.36,32073
116.365,32033
116.37,31976
116.375,31981
116.38,31939
116.385,31932
116.39,31863
116.395,31892
116.4,31844
116.405,31838
116.41,31790
116.415,31812
116.42,31838
116.425,31731
116.43,31762
116.435,31735
116.44,31749
116.445,31781
116.45,31774
116.455,31757
116.46,31679
116.465,31785
116.47,31719
116.475,31769
116.48,31803
116.485,31772
116.49,31781
116.495,31768
116.5,31686
116.505,31722
116.51,31699
116.515,31716
116.52,31727
116.525,31707
116.53,31735
116.535,31709
116.54,31764
116.545,31712
116.55,31768
116.555,31806
116.56,31733
116.565,31682
116.57,31691
116.575,31729
116.58,31694
116.585,31749
116.59,31713
116.595,31694
116.6,31700
116.605,31767
116.61,31621
116.615,31701
116.62,31722
116.625,31765
116.63,31713
116.635,31665
116.64,31709
116.645,31706
116.65,31720
116.655,31681
116.66,31727
116.665,31685
116.67,31711
116.675,31755
116.68,31658
116.685,31672
116.69,31667
116.695,31777
116.7,31717
116.705,31711
116.71,31735
116.715,31742
116.72,31708
116.725,31651
116.73,31693
116.735,31703
116.74,31722
116.745,31716
116.75,31730
116.755,31679
116.76,31759
116.765,31762
116.77,31840
116.775,31842
116.78,31900
116.785,31966
116.79,32028
116.795,32104
116.8,32115
116.805,32178
116.81,32290
116.815,32389
116.82,32429
116.825,32556
116.83,32745
116.835,32728
116.84,32808
116.845,32952
116.85,33104
116.855,33212
116.86,33256
116.865,33304
116.87,33318
116.875,33426
116.88,33488
116.885,33801
116.89,33773
116.895,33706
116.9,33718
116.905,33658
116.91,33508
116.915,33425
116.92,33393
116.925,33228
116.93,33205
116.935,33086
116.94,32971
116.945,32943
116.95,32780
116.955,32737
116.96,32675
116.965,32600
116.97,32614
116.975,32504
116.98,32491
116.985,32522
116.99,32477
116.995,32549
117.0,32591
117.005,32526
117.01,32622
117.015,32619
117.02,32676
117.025,32735
117.03,32805
117.035,32843
117.04,32906
117.045,32976
117.05,32981
117.055,33037
117.06,33082
117.065,33143
117.07,33215
117.075,33241
117.08,33328
117.085,33297
117.09,33212
117.095,33232
117.1,33194
117.105,33167
117.11,33157
117.115,33169
117.12,33140
117.125,33052
117.13,33036
117.135,33049
117.14,32882
117.145,32885
117.15,32766
117.155,32720
117.16,32720
117.165,32668
117.17,32547
117.175,32532
117.18,32366
117.185,32391
117.19,32225
117.195,32254
117.2,32218
117.205,32148
117.21,32136
117.215,32045
117.22,32047
117.225,31998
117.23,31959
117.235,31859
117.24,31936
117.245,31853
117.25,31899
117.255,31801
117.26,31807
117.265,31808
117.27,31794
117.275,31756
117.28,31704
117.285,31773
117.29,31732
117.295,31795
117.3,31758
117.305,31690
117.31,31764
117.315,31776
117.32,31760
117.325,31703
117.33,31649
117.335,31726
117.34,31732
117.345,31702
117.35,31670
117.355,31710
117.36,31663
117.365,31756
117.37,31683
117.375,31651
117.38,31712
117.385,31686
117.39,31720
117.395,31702
117.4,31675
117.405,31717
117.41,31675
117.415,31667
117.42,31704
117.425,31737
117.43,31627
117.435,31744
117.44,31667
117.445,31732
117.45,31679
117.455,31630
117.46,31703
117.465,31638
117.47,31679
117.475,31677
117.48,31688
117.485,31708
117.49,31698
117.495,31636
117.5,31673
117.505,31597
117.51,31686
117.515,31672
117.52,31732
117.525,31687
117.53,31684
117.535,31654
117.54,31626
117.545,31652
117.55,31700
117.555,31682
117.56,31715
117.565,31674
117.57,31687
117.575,31665
117.58,31668
117.585,31680
117.59,31628
117.595,31686
117.6,31633
117.605,31655
117.61,31608
117.615,31644
117.62,31672
117.625,31713
117.63,31660
117.635,31691
117.64,31698
117.645,31649
117.65,31709
117.655,31718
117.66,31751
117.665,31783
117.67,31769
117.675,31805
117.68,31812
117.685,31910
117.69,32062
117.695,32087
117.7,32124
117.705,32164
117.71,32270
117.715,32372
117.72,32494
117.725,32580
117.73,32800
117.735,32868
117.74,32907
117.745,33035
117.75,33144
117.755,33208
117.76,33249
117.765,33426
117.77,33401
117.775,33449
117.78,33426
117.785,33808
117.79,33699
117.795,33732
117.8,33633
117.805,33545
117.81,33432
117.815,33407
117.82,33316
117.825,33182
117.83,33152
117.835,32986
117.84,32934
117.845,32843
117.85,32706
117.855,32698
117.86,32609
117.865,32579
117.87,32486
117.875,32528
117.88,32447
117.885,32453
117.89,32512
117.895,32487
117.9,32554
117.905,32559
117.91,32609
117.915,32651
117.92,32729
117.925,32786
117.93,32764
117.935,32880
117.94,32897
117.945,32952
117.95,32954
117.955,33075
117.96,33155
117.965,33154
117.97,33210
117.975,33181
117.98,33209
117.985,33158
117.99,33255
117.995,33205
118.0,33242
118.005,33197
118.01,33136
118.015,33173
118.02,33035
118.025,33019
118.03,32985
118.035,32943
118.04,32934
118.045,32778
118.05,32766
118.055,32675
118.06,32647
118.065,32573
118.07,32524
118.075,32472
118.08,32417
118.085,32327
118.09,32269
118.095,32219
118.1,32201
118.105,32073
118.11,32077
118.115,32117
118.12,31961
118.125,31886
118.13,31929
118.135,31962
118.14,31803
118.145,31862
118.15,31844
118.155,31765
118.16,31758
118.165,31731
118.17,31729
118.175,31764
118.18,31735
118.185,31768
118.19,31733
118.195,31771
118.2,31704
118.205,31721
118.21,31743
118.215,31714
118.22,31730
118.225,31702
118.23,31742
118.235,31634
118.24,31672
118.245,31683
118.25,31722
118.255,31683
118.26,31736
118.265,31658
118.27,31662
118.275,31721
118.28,31665
118.285,31618
118.29,31658
118.295,31761
118.3,31623
118.305,31644
118.31,31696
118.315,31641
118.32,31737
118.325,31629
118.33,31685
118.335,31651
118.34,31640
118.345,31633
118.35,31712
118.355,31667
118.36,31608
118.365,31690
118.37,31614
118.375,31663
118.38,31580
118.385,31711
118.39,31678
118.395,31630
118.4,31630
118.405,31721
118.41,31725
118.415,31680
118.42,31669
118.425,31624
118.43,31657
118.435,31673
118.44,31557
118.445,31646
118.45,31575
118.455,31575
118.46,31622
118.465,31683
118.47,31637
118.475,31653
118.48,31672
118.485,31639
118.49,31635
118.495,31674
118.5,31700
118.505,31647
118.51,31673
118.515,31736
118.52,31779
118.525,31776
118.53,31804
118.535,31863
118.54,31869
118.545,31915
118.55,32055
118.555,32111
118.56,32112
118.565,32200
118.57,32323
118.575,32389
118.58,32480
118.585,32629
118.59,32690
118.595,32784
118.6,32898
118.605,32970
118.61,33109
118.615,33187
118.62,33288
118.625,33330
118.63,33381
118.635,33400
118.64,33400
118.645,33722
118.65,33702
118.655,33643
118.66,33675
118.665,33546
118.67,33447
118.675,33384
118.68,33318
118.685,33147
118.69,33075
118.695,32958
118.7,32906
118.705,32794
118.71,32767
118.715,32625
118.72,32646
118.725,32605
118.73,32526
118.735,32491
118.74,32500
118.745,32574
118.75,32466
118.755,32436
118.76,32502
118.765,32599
118.77,32599
118.775,32631
118.78,32649
118.785,32738
118.79,32806
118.795,32789
118.8,32936
118.805,33007
118.81,32994
118.815,32983
118.82,33183
118.825,33141
118.83,33174
118.835,33192
118.84,33169
118.845,33133
118.85,33189
118.855,33250
118.86,33214
118.865,33172
118.87,33082
118.875,33127
118.88,33035
118.885,33019
118.89,33024
118.895,32955
118.9,32839
118.905,32734
118.91,32744
118.915,32656
118.92,32634
118.925,32558
118.93,32532
118.935,32401
118.94,32318
118.945,32320
118.95,32193
118.955,32146
118.96,32150
118.965,32122
118.97,32039
118.975,31967
118.98,31905
118.985,31840
118.99,31907
118.995,31837
119.0,31784
119.005,31808
119.01,31755
119.015,31801
119.02,31703
119.025,31794
119.03,31732
119.035,31725
119.04,31733
119.045,31667
119.05,31713
119.055,31690
119.06,31675
119.065,31716
119.07,31675
119.075,31745
119.08,31678
119.085,31700
119.09,31686
119.095,31705
119.1,31701
119.105,31636
119.11,31701
119.115,31676
119.12,31711
119.125,31654
119.13,31716
119.135,31705
119.14,31655
119.145,31646
119.15,31700
119.155,31689
119.16,31659
119.165,31721
119.17,31690
119.175,31688
119.18,31663
119.185,31638
119.19,31631
119.195,31561
119.2,31655
119.205,31665
119.21,31585
119.215,31667
119.22,31654
119.225,31615
119.23,31594
119.235,31621
119.24,31718
119.245,31692
119.25,31634
119.255,31684
119.26,31720
119.265,31567
119.27,31704
119.275,31603
119.28,31677
119.285,31677
119.29,31649
119.295,31708
119.3,31670
119.305,31682
119.31,31677
119.315,31620
119.32,31725
119.325,31736
119.33,31715
119.335,31805
119.34,31799
119.345,31901
119.35,31981
119.355,32021
119.36,32080
119.365,32120
119.37,32264
119.375,32298
119.38,32276
119.385,32450
119.39,32596
119.395,32722
119.4,32805
119.405,32934
119.41,33048
119.415,33020
119.42,33146
119.425,33220
119.43,33252
119.435,33294
119.44,33422
119.445,33415
119.45,33754
119.455,33693
119.46,33708
119.465,33584
119.47,33561
119.475,33411
119.48,33433
119.485,33325
119.49,33226
119.495,33129
119.5,33041
119.505,32966
119.51,32870
119.515,32804
119.52,32694
119.525,32609
119.53,32554
119.535,32572
119.54,32438
119.545,32528
119.55,32494
119.555,32433
119.56,32509
119.565,32542
119.57,32592
119.575,32648
119.58,32616
119.585,32608
119.59,32756
119.595,32808
119.6,32862
119.605,32834
119.61,32977
119.615,32996
119.62,33001
119.625,33088
119.63,33154
119.635,33085
119.64,33280
119.645,33252
119.65,33289
119.655,33259
119.66,33196
119.665,33250
119.67,33161
119.675,33258
119.68,33154
119.685,33121
119.69,33012
119.695,33044
119.7,33000
119.705,32884
119.71,32826
119.715,32729
119.72,32700
119.725,32627
119.73,32587
119.735,32522
119.74,32495
119.745,32444
119.75,32334
119.755,32232
119.76,32258
119.765,32229
119.77,32126
119.775,32100
119.78,32003
119.785,32047
119.79,32000
119.795,31897
119.8,31896
119.805,31834
119.81,31852
119.815,31839
119.82,31849
119.825,31801
119.83,31787
119.835,31782
119.84,31740
119.845,31742
119.85,31723
119.855,31760
119.86,31735
119.865,31664
119.87,31711
119.875,31728
119.88,31715
119.885,31673
119.89,31669
119.895,31682
119.9,31687
119.905,31710
119.91,31682
119.915,31651
119.92,31695
119.925,31720
119.93,31678
119.935,31740
119.94,31741
119.945,31655
119.95,31706
119.955,31676
119.96,31652
119.965,31682
119.97,31671
119.975,31616
119.98,31711
119.985,31690
119.99,31672
119.995,31685
120.0,31707
120.005,31683
120.01,31665
120.015,31692
120.02,31619
120.025,31715
120.03,31664
120.035,31698
120.04,31657
120.045,31664
120.05,31691
120.055,31688
120.06,31724
120.065,31684
120.07,31624
120.075,31733
120.08,31672
120.085,31726
120.09,31731
120.095,31673
120.1,31681
120.105,31655
120.11,31725
120.115,31671
120.12,31802
120.125,31791
120.13,31812
120.135,31818
120.14,31860
120.145,31887
120.15,31857
120.155,31996
120.16,32060
120.165,32179
120.17,32188
120.175,32325
120.18,32434
120.185,32530
120.19,32582
120.195,32706
120.2,32792
120.205,32918
120.21,33046
120.215,33115
120.22,33221
120.225,33266
120.23,33357
120.235,33402
120.24,33439
120.245,33467
120.25,33751
120.255,33776
120.26,33712
120.265,33698
120.27,33602
120.275,33564
120.28,33442
120.285,33297
120.29,33232
120.295,33162
120.3,33062
120.305,32980
120.31,32864
120.315,32783
120.32,32667
120.325,32696
120.33,32647
120.335,32604
120.34,32474
120.345,32501
120.35,32496
120.355,32518
120.36,32492
120.365,32619
120.37,32612
120.375,32613
120.38,32644
120.385,32646
120.39,32790
120.395,32817
120.4,32872
120.405,32946
120.41,32931
120.415,32934
120.42,33142
120.425,33089
120.43,33171
120.435,33130
120.44,33229
120.445,33290
120.45,33257
120.455,33200
120.46,33226
120.465,33176
120.47,33215
120.475,33233
120.48,33193
120.485,33117
120.49,33099
120.495,33042
120.5,32941
120.505,32902
120.51,32886
120.515,32877
120.52,32746
120.525,32685
120.53,32573
120.535,32574
120.54,32432
120.545,32437
120.55,32383
120.555,32305
120.56,32228
120.565,32173
120.57,32199
120.575,32136
120.58,32072
120.585,32057
120.59,31974
120.595,31957
120.6,31904
120.605,31877
120.61,31868
120.615,31898
120.62,31816
120.625,31808
120.63,31810
120.635,31847
120.64,31755
120.645,31881
120.65,31766
120.655,31753
120.66,31765
120.665,31736
120.67,31738
120.675,31712
120.68,31814
120.685,31701
120.69,31766
120.695,31761
120.7,31727
120.705,31760
120.71,31764
120.715,31756
120.72,31672
120.725,31765
120.73,31755
120.735,31733
120.74,31703
120.745,31713
120.75,31635
120.755,31759
120.76,31658
120.765,31764
120.77,31730
120.775,31769
120.78,31677
120.785,31690
120.79,31711
120.795,31635
120.8,31670
120.805,31732
120.81,31790
120.815,31669
120.82,31741
120.825,31687
120.83,31715
120.835,31736
120.84,31701
120.845,31707
120.85,31698
120.855,31705
120.86,31719
120.865,31731
120.87,31691
120.875,31689
120.88,31687
120.885,31673
120.89,31715
120.895,31744
120.9,31750
120.905,31666
120.91,31686
120.915,31703
120.92,31721
120.925,31759
120.93,31712
120.935,31688
120.94,31777
120.945,31782
120.95,31759
120.955,31762
120.96,31749
120.965,31804
120.97,31794
120.975,31874
120.98,31920
120.985,31986
120.99,32063
120.995,32060
121.0,32160
121.005,32249
121.01,32374
121.015,32393
121.02,32548
121.025,32622
121.03,32690
121.035,32861
121.04,32877
121.045,33035
121.05,33103
121.055,33209
121.06,33302
121.065,33429
121.07,33355
121.075,33511
121.08,33433
121.085,33741
121.09,33802
121.095,33754
121.1,33743
121.105,33635
121.11,33595
121.115,33440
121.12,33385
121.125,33271
121.13,33164
121.135,33115
121.14,33106
121.145,32922
121.15,32890
121.155,32773
121.16,32762
121.165,32625
121.17,32668
121.175,32596
121.18,32525
121.185,32519
121.19,32592
121.195,32581
121.2,32543
121.205,32565
121.21,32624
121.215,32649
121.22,32736
121.225,32864
121.23,32852
121.235,32860
121.24,32959
121.245,32976
121.25,33018
121.255,33109
121.26,33059
121.265,33155
121.27,33317
121.275,33209
121.28,33273
121.285,33306
121.29,33262
121.295,33271
121.3,33351
121.305,33274
121.31,33229
121.315,33180
121.32,33238
121.325,33188
121.33,33099
121.335,33086
121.34,32991
121.345,32923
121.35,32839
121.355,32839
121.36,32728
121.365,32673
121.37,32641
121.375,32594
121.38,32425
121.385,32433
121.39,32391
121.395,32332
121.4,32184
121.405,32227
121.41,32137
121.415,32154
121.42,32136
121.425,32038
121.43,32038
121.435,31959
121.44,31983
121.445,31959
121.45,31906
121.455,31898
121.46,31834
121.465,31845
121.47,31755
121.475,31855
121.48,31828
121.485,31735
121.49,31782
121.495,31789
121.5,31855
121.505,31792
121.51,31808
121.515,31800
121.52,31736
121.525,31792
121.53,31834
121.535,31809
121.54,31730
121.545,31740
121.55,31798
121.555,31851
121.56,31730
121.565,31777
121.57,31840
121.575,31787
121.58,31801
121.585,31737
121.59,31735
121.595,31693
121.6,31803
121.605,31793
121.61,31843
121.615,31717
121.62,31816
121.625,31770
121.63,31785
121.635,31717
121.64,31784
121.645,31783
121.65,31820
121.655,31785
121.66,31780
121.665,31750
121.67,31818
121.675,31830
121.68,31790
121.685,31707
121.69,31727
121.695,31731
121.7,31832
121.705,31746
121.71,31794
121.715,31777
121.72,31761
121.725,31745
121.73,31776
121.735,31816
121.74,31772
121.745,31708
121.75,31755
121.755,31789
121.76,31799
121.765,31710
121.77,31789
121.775,31813
121.78,31787
121.785,31759
121.79,31793
121.795,31789
121.8,31829
121.805,31822
121.81,32040
121.815,31856
121.82,31897
121.825,31961
121.83,32025
121.835,32019
121.84,32071
121.845,32207
121.85,32240
121.855,32388
121.86,32448
121.865,32565
121.87,32622
121.875,32743
121.88,32870
121.885,32989
121.89,33038
121.895,33172
121.9,33238
121.905,33367
121.91,33380
121.915,33419
121.92,33551
121.925,33431
121.93,33914
121.935,33833
121.94,33807
121.945,33806
121.95,33668
121.955,33670
121.96,33598
121.965,33413
121.97,33320
121.975,33281
121.98,33193
121.985,33083
121.99,32990
121.995,32932
122.0,32868
122.005,32803
122.01,32745
122.015,32710
122.02,32636
122.025,32676
122.03,32596
122.035,32577
122.04,32635
122.045,32648
122.05,32650
122.055,32705
122.06,32683
122.065,32755
122.07,32842
122.075,32914
122.08,32970
122.085,32987
122.09,33044
122.095,33153
122.1,33076
122.105,33143
122.11,33221
122.115,33225
122.12,33316
122.125,33331
122.13,33303
122.135,33405
122.14,33351
122.145,33347
122.15,33383
122.155,33287
122.16,33253
122.165,33354
122.17,33144
122.175,33177
122.18,33112
122.185,33028
122.19,32968
122.195,32920
122.2,32933
122.205,32770
122.21,32742
122.215,32669
122.22,32679
122.225,32579
122.23,32497
122.235,32412
122.24,32418
122.245,32364
122.25,32316
122.255,32219
122.26,32160
122.265,32113
122.27,32106
122.275,32032
122.28,32081
122.285,32097
122.29,31985
122.295,31925
122.3,31969
122.305,31921
122.31,31920
122.315,31914
122.32,31943
122.325,31912
122.33,31837
122.335,31843
122.34,31943
122.345,31827
122.35,31839
122.355,31822
122.36,31819
122.365,31856
122.37,31897
122.375,31799
122.38,31903
122.385,31850
122.39,31888
122.395,31817
122.4,31807
122.405,31843
122.41,31826
122.415,31829
122.42,31824
122.425,31848
122.43,31747
122.435,31820
122.44,31864
122.445,31821
122.45,31814
122.455,31851
122.46,31820
122.465,31820
122.47,31846
122.475,31860
122.48,31851
122.485,31807
122.49,31770
122.495,31864
122.5,31797
122.505,31775
122.51,31787
122.515,31779
122.52,31805
122.525,31777
122.53,31830
122.535,31857
122.54,31831
122.545,31789
122.55,31788
122.555,31795
122.56,31819
122.565,31773
122.57,31834
122.575,31798
122.58,31807
122.585,31807
122.59,31877
122.595,31840
122.6,31917
122.605,31807
122.61,31851
122.615,31755
122.62,31841
122.625,31863
122.63,31804
122.635,31823
122.64,31859
122.645,31869
122.65,31981
122.655,31945
122.66,31930
122.665,32035
122.67,32081
122.675,32133
122.68,32196
122.685,32211
122.69,32320
122.695,32418
122.7,32507
122.705,32561
122.71,32681
122.715,32755
122.72,32855
122.725,32947
122.73,33043
122.735,33143
122.74,33200
122.745,33353
122.75,33380
122.755,33492
122.76,33561
122.765,33642
122.77,33596
122.775,33892
122.78,33862
122.785,33828
122.79,33859
122.795,33697
122.8,33674
122.805,33612
122.81,33542
122.815,33443
122.82,33330
122.825,33179
122.83,33141
122.835,33028
122.84,32962
122.845,32848
122.85,32878
122.855,32729
122.86,32734
122.865,32663
122.87,32669
122.875,32712
122.88,32657
122.885,32693
122.89,32730
122.895,32695
122.9,32701
122.905,32843
122.91,32870
122.915,32928
122.92,32986
122.925,33034
122.93,33090
122.935,33124
122.94,33224
122.945,33259
122.95,33304
122.955,33342
122.96,33354
122.965,33342
122.97,33401
122.975,33441
122.98,33430
122.985,33446
122.99,33424
122.995,33431
123.0,33356
123.005,33344
123.01,33329
123.015,33263
123.02,33153
123.025,33179
123.03,33112
123.035,32981
123.04,32953
123.045,32917
123.05,32805
123.055,32782
123.06,32682
123.065,32660
123.07,32585
123.075,32513
123.08,32436
123.085,32434
123.09,32320
123.095,32317
123.1,32218
123.105,32221
